ProviderID,HospitalName,Address,City,State,Zip,County,PhoneNumber,MeasureID,MeasureName,SurveyQuestion,AnswerDescription,AnswerPercent,NumberItemResponses,Footnote,DataCollectionPeriod
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,53,285,,"January 1,2015 - December 31,2015"
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",75,300,,"January 1,2015 - December 31,2015"
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",68,304,,"January 1,2015 - December 31,2015"
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",75,298,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",69,616,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",72,619,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",72,612,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",60,359,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",65,417,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",68,365,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",83,560,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,53,594,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",68,614,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",51,614,,"January 1,2015 - December 31,2015"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",69,616,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",82,336,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",75,337,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,335,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",71,192,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",66,226,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",72,186,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",88,280,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,52,320,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",62,333,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",49,334,,"January 1,2015 - December 31,2015"
27003F,VA MONTANA HEALTHCARE SYSTEM,1892 WILLIAMS STREET,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",71,334,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",76,278,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,278,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",72,275,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",74,171,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",69,187,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",72,158,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",84,250,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,54,268,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",62,274,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",55,279,,"January 1,2015 - December 31,2015"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",63,275,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",66,550,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",75,553,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",73,553,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",68,322,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",57,371,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",69,317,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",87,501,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,55,540,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",55,546,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",49,553,,"January 1,2015 - December 31,2015"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",58,548,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",80,314,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,315,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,314,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",81,174,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",73,179,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",77,144,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",86,269,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,56,296,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",74,311,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",63,313,,"January 1,2015 - December 31,2015"
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,9702441329,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",74,309,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",75,479,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,474,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",75,474,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",69,283,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",64,305,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",66,266,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",86,425,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,51,456,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",69,473,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",56,478,,"January 1,2015 - December 31,2015"
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,9185773000,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",73,475,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",67,506,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",70,506,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",72,507,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",60,318,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",58,339,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",60,274,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",84,466,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,49,493,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",59,508,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",50,506,,"January 1,2015 - December 31,2015"
37014F,OKLAHOMA CITY VA MEDICAL CENTER,921 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,4052700501,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",62,507,,"January 1,2015 - December 31,2015"
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",78,498,,"January 1,2015 - December 31,2015"
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,499,,"January 1,2015 - December 31,2015"
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,8015841211,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",75,498,,"January 1,2015 - December 31,2015"
