Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,STTag,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,2,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",01/01/2017,12/31/2017,"6010 AMARILLO BLVD. WEST AMARILLO, TX (35.203175, -101.905207)"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2094 ALBANY POST ROAD MONTROSE, NY (41.244518, -73.9261)"
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"5000 W. NATIONAL AVENUE MILWAUKEE, WI (43.019558, -87.976053)"
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"6439 GARNERS FERRY ROAD COLUMBIA, SC (33.979149, -80.960977)"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"79 MIDDLEVILLE ROAD NORTHPORT, NY (40.899003, -73.306124)"
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3900 WOODLAND AVENUE PHILADELPHIA, PA (39.949643, -75.200386)"
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1540 SPRING VALLEY ROAD HUNTINGTON, WV (38.384145, -82.517504)"
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,Not Available,5,1 - The number of cases/patients is too few to report.,01/01/2017,12/31/2017,"6439 GARNERS FERRY ROAD COLUMBIA, SC (33.979149, -80.960977)"
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,6053363230,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2501 WEST 22ND STREET SIOUX FALLS, SD (43.532823, -96.754913)"
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2500 OVERLOOK TERRACE MADISON, WI (43.074477, -89.433629)"
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,6057452000,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"500 NORTH 5TH STREET HOT SPRINGS, SD (43.436405, -103.474309)"
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,6057452000,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"500 NORTH 5TH STREET HOT SPRINGS, SD (43.436405, -103.474309)"
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,7137947100,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,312,646,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"2002 HOLCOMBE BLVD. HOUSTON, TX (29.706565, -95.388512)"
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,4014573042,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"830 CHALKSTONE AVENUE PROVIDENCE, RI (41.833915, -71.434938)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,240,343,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"113 COMANCHE ROAD FORT MEADE, SD (44.412816, -103.478243)"
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,8004498729,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"10 CALLE CASIA SAN JUAN, PR (18.391963, -66.080443)"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,277,403,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"2360 E. PERSHING BLVD. CHEYENNE, WY (41.1457, -104.785544)"
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM CITY,5409822463,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1970 ROANOKE BOULEVARD SALEM, VA (37.276804, -80.021604)"
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,4014573042,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"830 CHALKSTONE AVENUE PROVIDENCE, RI (41.833915, -71.434938)"
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1100 TUNNEL ROAD ASHEVILLE, NC (35.587106, -82.485056)"
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,257,521,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"3900 WOODLAND AVENUE PHILADELPHIA, PA (39.949643, -75.200386)"
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,7577229961,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"100 EMANCIPATION DRIVE HAMPTON, VA (37.018442, -76.330855)"
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,76,291,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"1400 BLACK HORSE HILL ROAD COATESVILLE, PA (39.999488, -75.799094)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"423 EAST 23RD STREET NEW YORK, NY (40.736288, -73.977119)"
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,2547784811,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,268,603,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"1901 VETERANS MEMORIAL DRIVE TEMPLE, TX (31.077985, -97.349105)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"200 VETERANS AVENUE BECKLEY, WV (37.766084, -81.192024)"
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,8046755000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1201 BROAD ROCK BOULEVARD RICHMOND, VA (37.498719, -77.470208)"
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"510 BUTLER AVE. MARTINSBURG, WV (39.415543, -77.914109)"
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,6158676000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"3400 LEBANON PIKE MURFREESBORO, TN (35.910519, -86.383787)"
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,8004498729,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"10 CALLE CASIA SAN JUAN, PR (18.391963, -66.080443)"
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,98,609,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"3710 SW US VETERANS HOSPITAL PORTLAND, OR (45.496307, -122.683586)"
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,67,174,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"113 COMANCHE ROAD FORT MEADE, SD (44.412816, -103.478243)"
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,18,11,,01/01/2017,12/31/2017,"3900 WOODLAND AVENUE PHILADELPHIA, PA (39.949643, -75.200386)"
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,7407731141,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,169,191,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"17273 STATE ROUTE 104 CHILLICOTHE, OH (39.390327, -83.012669)"
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,7012323241,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2101 ELM STREET FARGO, ND (46.906445, -96.776868)"
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,6053472511,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,187,177,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"113 COMANCHE ROAD FORT MEADE, SD (44.412816, -103.478243)"
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"200 VETERANS AVENUE BECKLEY, WV (37.766084, -81.192024)"
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"508 FULTON STREET DURHAM, NC (36.009188, -78.937226)"
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"508 FULTON STREET DURHAM, NC (36.009188, -78.937226)"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2094 ALBANY POST ROAD MONTROSE, NY (41.244518, -73.9261)"
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,89,285,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"4815 N. ASSEMBLY STREET SPOKANE, WA (47.702535, -117.475567)"
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,3077787300,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,76,253,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"2360 E. PERSHING BLVD. CHEYENNE, WY (41.1457, -104.785544)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,6057452000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"500 NORTH 5TH STREET HOT SPRINGS, SD (43.436405, -103.474309)"
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4100 WEST THIRD STREET DAYTON, OH (39.749383, -84.253134)"
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,2147428387,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4500 S. LANCASTER ROAD DALLAS, TX (32.694165, -96.792971)"
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,90,284,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"1111 EAST END BOULEVARD WILKES-BARRE, PA (41.248299, -75.83691)"
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,5094347000,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4815 N. ASSEMBLY STREET SPOKANE, WA (47.702535, -117.475567)"
50030F,SEATTLE VA MEDICAL CENTER (VA PUGET SOUND HEALTHCARE SYSTEM),1660 S. COLUMBIAN WAY,SEATTLE,WA,98108,KING,2067642299,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1660 S. COLUMBIAN WAY SEATTLE, WA (47.561986, -122.311032)"
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2300 RAMSEY STREET FAYETTEVILLE, NC (35.089013, -78.878476)"
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,8004498729,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,323,670,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"10 CALLE CASIA SAN JUAN, PR (18.391963, -66.080443)"
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2500 OVERLOOK TERRACE MADISON, WI (43.074477, -89.433629)"
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,7188366600,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"800 POLY PLACE BROOKLYN, NY (40.609461, -74.02437)"
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1400 BLACK HORSE HILL ROAD COATESVILLE, PA (39.999488, -75.799094)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,Emergency Department,OP-21,Median time to pain med,Minutes,67,20,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"6010 AMARILLO BLVD. WEST AMARILLO, TX (35.203175, -101.905207)"
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,6153275332,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1310 24TH AVENUE SOUTH NASHVILLE, TN (36.14091, -86.804989)"
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,8063559703,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,305,491,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"6010 AMARILLO BLVD. WEST AMARILLO, TX (35.203175, -101.905207)"
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,5414401000,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"913 NW GARDEN VALLEY BLVD. ROSEBURG, OR (43.228267, -123.365936)"
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,91,53,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"2907 PLEASANT VALLEY BOULEVARD ALTOONA, PA (40.488667, -78.398533)"
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1540 SPRING VALLEY ROAD HUNTINGTON, WV (38.384145, -82.517504)"
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"6439 GARNERS FERRY ROAD COLUMBIA, SC (33.979149, -80.960977)"
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,7188366600,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"800 POLY PLACE BROOKLYN, NY (40.609461, -74.02437)"
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,8458312000,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"41 CASTLE POINT ROAD WAPPINGERS FALLS, NY (41.540469, -73.96222)"
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,5032208262,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3710 SW US VETERANS HOSPITAL PORTLAND, OR (45.496307, -122.683586)"
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"6439 GARNERS FERRY ROAD COLUMBIA, SC (33.979149, -80.960977)"
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,2547784811,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1901 VETERANS MEMORIAL DRIVE TEMPLE, TX (31.077985, -97.349105)"
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,Not Available,2,1 - The number of cases/patients is too few to report.,01/01/2017,12/31/2017,"1540 SPRING VALLEY ROAD HUNTINGTON, WV (38.384145, -82.517504)"
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,7137947100,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"2002 HOLCOMBE BLVD. HOUSTON, TX (29.706565, -95.388512)"
